"popsong_lyrics","singer","element_id"
"Tonight's the night I'm gonna get right
Gonna hit the scene with my friends
Tonight's the night Imma feel alright, feel alright again
Tonight's the night Imma do what I gotta do to get outta here
Tonight's the night Imma feel alright, feel alright again","Pink",715
"I'm leaving today, I'm going far, far, far away
Got no reason to stay cause I wanna play
So can you hang, it's gonna be all night","Pink",716
"Tonight's the night I'm gonna get right
Gonna hit the scene with my friends
Tonight's the night Imma feel alright, feel alright again
Tonight's the night Imma do what I gotta do to get outta here
Tonight's the night Imma feel alright, feel alright again","Pink",717
"Bought myself a quick, cheap ticket, lookin for a brand new scene
Gotta get the hell outta Hollywood cause every day is halloween
Hit the town with brass knuckles, all the good people stare
I hope I don't end up in jail, but then again I don't really care","Pink",718
"Tonight's the night I'm gonna get right
Gonna hit the scene with my friends
Tonight's the night Imma feel alright, feel alright again
Tonight's the night Imma do what I gotta do to get outta here
Tonight's the night Imma feel alright, feel alright again","Pink",719
"No attorneys
To plead my case
No orbits
To send me into outta space
And my fingers
Are bejeweled
With diamonds and gold
But that ain't gonna help me now
I'm trouble
Yeah trouble now
I'm trouble ya'll
I disturb my town
I'm trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town","Pink",720
"You think your right
But you were wrong
You tried to take me
But I knew all along
You can take me
For a ride
I'm not a fool out
So you better run and hide","Pink",721
"I'm trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town
I'm trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town","Pink",722
"If you see me coming
Down the street then
You know it's time to
Go (and you know it's time to go
cause here comes trouble)","Pink",723
"No attorneys
To plead my case
No opiates
To send me into outta space
And my fingers
Are bejeweled
With diamonds and gold
But that ain't gonna help me now","Pink",724
"You think your right
But you were wrong
You tried to take me
But I knew all along
You can take me
For a ride
Cause I'm not a fool out
So you better run and hide","Pink",725
"I'm trouble
Yeah trouble now
I'm trouble ya'll
I disturb my town
I'm trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town","Pink",726
"So if you see me coming
Down the street then
You know it's time to
Go (go-oh-oh..I got)","Pink",727
"Trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town
I'm trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town","Pink",728
"Trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town
I'm trouble
Yeah trouble now
I'm trouble ya'll
I got trouble in my town
I got trouble in my town
I got trouble in my town","Pink",729
"Sometimes, I hate every single stupid word you say
Sometimes, I want to slap you in your whole face
There's no one quite like you
You push all my buttons down
I know life would suck without you
At the same time I want to hug you
I want to wrap my hands around your neck
You're an asshole but I love you
And you make me so mad I ask myself
Why I'm still here
Or where could I go?
You're the only love I've ever known
But I hate you
I really hate you so much, I think it must be
True love, true love
It must be true love
Nothing else can break my heart like
True love, true love
It must be true love
No one else can break my heart like you
Just once try to wrap your little brain
Around my feelings
Just once please try not to be so mean
Repeat, after me now: R-O-M-A-N-C-E-E-E
Come on, I'll say it slowly
-Romance- you can do it babe!
At the same time I want to hug you
I want to wrap my hands around your neck
You're an asshole, but I love you
And you make me so mad I ask myself
Why I'm still here
Or where could I go?
You're the only love I've ever known
But I hate you
I really hate you so much, I think it must be
True love, true love
It must be true love
Nothing else can break my heart like
True love, true love
It must be true love
No one else can break my heart like you
-Think it must be love-
-I love you-
-I think it must be love-
-I love you-
Why do you rub me up the wrong way?
Why do you say the things that you say?
Sometimes I wonder how we ever came to be
But without you I'm incomplete
Oh, I think it must be
True love -it must be-
True love -think it must be-
True love -it must be-
Nothing else can break my heart like
True love -it must be-
True love -think it must be-
True love -it must be-
And no one else can break my heart like you
Like you
No one else can break my heart like you
Like you
No one else can break my heart like you","Pink",730
"123...
You follow every line, you wear your perfect patch and style
But you're like a satellite and you're driftin' through the sky
You can't make up your mind about this or that, or anything at all
So you go with the flow and hope to God that no one knows it
[Pre-Chorus]
Everything you are, everything you say
Everything you do is not for you
Everything you feel, everything you know
You found it on your favorite TV show","Pink",731
"[Chorus]
And it's people like you that make me sick
I'm surrounded by you everywhere i look","Pink",732
"[Verse 2]
You're telling everyone how different that you really are
But it's been said before, so maybe you're not special after all
If you put the same amount of effort into letting go
Just act yourself and you might like it, you never know","Pink",733
"[Pre-Chorus]
'Cause everything you want, everything you do
You try so hard to be everyone but you
Everywhere you turn, you just gotta learn
It's easier if you don't try so hard","Pink",734
"[Chorus (2x)]","Pink",735
"And it's people like you that make me sick
I'm surrounded by you everywhere I look
Is there somewhere I can go to get away
Where there's truth and people mean just what they say","Pink",736
"[Bridge]
You try too hard
You just try too hard
You try too hard","Pink",737
"[Chorus]
And it's people like us that make me sick
Im surrounded by it everywhere I look
Is there somewhere we can go to get away
Where there's truth and people mean just what they say","Pink",738
"[Bridge]
You try too hard
You just try too hard","Pink",739
"Uh uh uh uh uh uh uh oh
Uh uh uh uh uh uh uh oh
Check it out
Going out
On the late night
Looking tight
Feeling nice
It's a c**k fight
I can tell I just know
That it's going down
Tonight
At the door we don't wait cause we know them
At the bar six shots just beginning
That's when dick head put his hands on me
But you see","Pink",740
"CHORUS
I'm not here for your entertainment
You don't really want to mess with me tonight
Just stop and take a second
I was fine before you walked into my life
Cause you know it's over
Before it began
Keep your drink just give me the money
It's just you and your hand tonight","Pink",741
"Uh uh uh uh uh uh uh oh
Uh uh uh uh uh uh uh oh","Pink",742
"Midnight I'm drunk
I don't give a f**k
Wanna dance by myself
Guess you're outta luck
Don't touch back up
I'm not the one
Alright
Listen up it's just not happening
You can say what you want to your boyfriends
Just let me have my fun tonight
Aiight","Pink",743
"CHORUS
I'm not here for your entertainment
You don't really want to mess with me tonight
Just stop and take a second
I was fine before you walked into my life
Cause you know it's over
Before it began
Keep your drink just give me the money
It's just you and your hand tonight","Pink",744
"Uh uh uh uh uh uh uh oh
Break break
Break it down","Pink",745
"In the corner with your boys you bet up five bucks
To get at the girl that just walked in but she thinks you suck
We didn't get all dressed up just for you to see
So quit spilling your drinks on me yeah","Pink",746
"You know who you are
High fivin, talkin s**t, but you're going home alone aren't cha?","Pink",747
"Cause I'm not here for your entertainment
No
You don't really want to mess with me tonight
Just stop and take a second
(Just stop and take a second)
I was fine before you walked into my life
Cause you know it's over
(Know it's over)
Before it began
Keep your drink just give me the money
It's just you and your hand tonight
(It's just you and your hand)","Pink",748
"I'm not here for your entertainment
No no no
You don't really want to mess with me tonight
Just stop and take a second
(Just take a second)
I was fine before you walked into my life
Cause you know it's over
Before it began
Keep your drink just give me the money
It's just you and your hand tonight
Yeah oh","Pink",749
"[Verse 1]
I hide my pain like the rest of them
That's why I'm always laughing
I'm troubled, I'm brilliant and miserable too
That's why I am so funny
I swallow down all my fears
With a bottle made of silver
I've only been here for 27 years
But already my life is over
[Chorus 1]
And I need to unwind, yes, and I
I need to unwind, yes, and I
Want all the time
To be loved, to unwind","Pink",750
"[Verse 2]
My life is like a fairytale
That nobody believes in
I can't remember anything
Not the people, not the places I've been
Just one more day you can make it, babe
That's what I tell myself
And everything that I love in life
It is killing me, 'cause it's bad for my health","Pink",751
"[Chorus 2]
Somebody comfort me
S...southern comfort me
Somebody comfort me
S...southern comfort me","Pink",752
"[Chorus 1(3x)]
[Chorus 2(out)]","Pink",753
"[Verse 1]
She looks to the sun
Help her to carry on
Braking down all the years
Wondering how she got here
She drifts through the sky
Counting the reasons why
How my life turned so fast
Remembering all of the past
[B-Section]
All the changes, and all the mistakes
Foolishly laughing at things that
Words that she says","Pink",754
"[Verse 2]
She looks to the stars
Breaking, time to follow the heart
Her world is falling apart","Pink",755
"[B-Section]
And the turning of every new page
A book on a shelf that is there to remain
Breaking the walls as she's tearing them down
A she is starting to drown","Pink",756
"[Chorus]
She's waiting for love
She's waiting, waiting for love
Waiting, waiting for love
She's waiting, waiting so long","Pink",757
"[Verse 3]
She prays to the Gods
Telling how she needs someone
Help me find where I am today
Life is looking very grey","Pink",758
"[B-Section]
All the changes, all the mistakes
Foolishly laughing at things that
Everything that she says","Pink",759
"[Chorus]","Pink",760
"[Bridge]
I'm waiting for a new day to rise
COnversations to make sense to me and my mind
I need someone to lift me right off of my feet
And I want it, and I need it, and I'll leave it all behind","Pink",761
